product_id,product_name,category,price
P0096,服装鞋帽商品96,服装鞋帽,2575.64
P0097,美妆护肤商品97,美妆护肤,3348.2
P0098,食品饮料商品98,食品饮料,2700.78
P0099,宠物用品商品99,宠物用品,2885.3
P0100,食品饮料商品100,食品饮料,3925.25
P0101,运动户外商品101,运动户外,960.15
P0102,服装鞋帽商品102,服装鞋帽,3298.32
P0103,母婴用品商品103,母婴用品,2123.66
P0104,图书文具商品104,图书文具,4320.55
P0105,电子产品商品105,电子产品,3370.09
P0106,服装鞋帽商品106,服装鞋帽,312.46
P0107,母婴用品商品107,母婴用品,4004.96
P0108,服装鞋帽商品108,服装鞋帽,1250.8
P0109,食品饮料商品109,食品饮料,2686.07
P0110,家居用品商品110,家居用品,2115.19
P0111,美妆护肤商品111,美妆护肤,2318.51
P0112,服装鞋帽商品112,服装鞋帽,2221.22
P0113,汽车用品商品113,汽车用品,498.56
P0114,汽车用品商品114,汽车用品,4181.78
P0115,服装鞋帽商品115,服装鞋帽,4632.57
P0116,食品饮料商品116,食品饮料,839.89
P0117,图书文具商品117,图书文具,2411.98
P0118,运动户外商品118,运动户外,4513.19
P0119,家居用品商品119,家居用品,1901.08
P0120,运动户外商品120,运动户外,1333.36
P0121,图书文具商品121,图书文具,1433.39
P0122,汽车用品商品122,汽车用品,3312.74
P0123,图书文具商品123,图书文具,782.44
P0124,美妆护肤商品124,美妆护肤,1096.33
P0125,电子产品商品125,电子产品,2900.11
P0126,汽车用品商品126,汽车用品,314.18
P0127,母婴用品商品127,母婴用品,295.25
P0128,宠物用品商品128,宠物用品,2389.17
P0129,汽车用品商品129,汽车用品,795.59
P0130,汽车用品商品130,汽车用品,409.76
P0131,家居用品商品131,家居用品,351.92
P0132,服装鞋帽商品132,服装鞋帽,3379.31
P0133,食品饮料商品133,食品饮料,2024.84
P0134,宠物用品商品134,宠物用品,1238.61
P0135,宠物用品商品135,宠物用品,208.31
P0136,服装鞋帽商品136,服装鞋帽,2101.93
P0137,宠物用品商品137,宠物用品,2830.48
P0138,母婴用品商品138,母婴用品,4674.18
P0139,食品饮料商品139,食品饮料,3351.93
P0140,母婴用品商品140,母婴用品,1201.04
P0141,运动户外商品141,运动户外,663.08
P0142,美妆护肤商品142,美妆护肤,2291.55
P0143,服装鞋帽商品143,服装鞋帽,56.48
P0144,宠物用品商品144,宠物用品,4992.29
P0145,服装鞋帽商品145,服装鞋帽,375.57
P0146,食品饮料商品146,食品饮料,2534.36
P0147,家居用品商品147,家居用品,4666.96
P0148,服装鞋帽商品148,服装鞋帽,4397.56
P0149,母婴用品商品149,母婴用品,1432.09
P0150,图书文具商品150,图书文具,4170.39
P0151,美妆护肤商品151,美妆护肤,3062.27
P0152,汽车用品商品152,汽车用品,49.04
P0153,汽车用品商品153,汽车用品,1503.9
P0154,服装鞋帽商品154,服装鞋帽,4695.26
P0155,家居用品商品155,家居用品,1329.68
P0156,服装鞋帽商品156,服装鞋帽,3714.66
P0157,家居用品商品157,家居用品,1369.02
P0158,宠物用品商品158,宠物用品,1061.04
P0159,母婴用品商品159,母婴用品,1025.95
P0160,美妆护肤商品160,美妆护肤,2531.99
P0161,美妆护肤商品161,美妆护肤,4527.63
P0162,电子产品商品162,电子产品,470.57
P0163,运动户外商品163,运动户外,4148.45
P0164,电子产品商品164,电子产品,27.69
P0165,家居用品商品165,家居用品,3189.2
P0166,美妆护肤商品166,美妆护肤,816.29
P0167,图书文具商品167,图书文具,2762.89
P0168,运动户外商品168,运动户外,2808.93
P0169,服装鞋帽商品169,服装鞋帽,385.47
P0170,家居用品商品170,家居用品,2732.5
P0171,母婴用品商品171,母婴用品,2916.72
P0172,家居用品商品172,家居用品,2154.64
P0173,电子产品商品173,电子产品,1548.21
P0174,电子产品商品174,电子产品,4495.63
P0175,食品饮料商品175,食品饮料,3413.51
P0176,服装鞋帽商品176,服装鞋帽,1774.86
P0177,汽车用品商品177,汽车用品,4421.83
P0178,运动户外商品178,运动户外,4869.45
P0179,家居用品商品179,家居用品,4629.56
P0180,食品饮料商品180,食品饮料,4324.38
P0181,家居用品商品181,家居用品,4408.27
P0182,电子产品商品182,电子产品,905.01
P0183,母婴用品商品183,母婴用品,3914.11
P0184,运动户外商品184,运动户外,4013.15
P0185,食品饮料商品185,食品饮料,1341.36
P0186,服装鞋帽商品186,服装鞋帽,1918.88
P0187,电子产品商品187,电子产品,4294.38
P0188,食品饮料商品188,食品饮料,1005.87
P0189,图书文具商品189,图书文具,1754.8
P0190,食品饮料商品190,食品饮料,1122.39
P0191,食品饮料商品191,食品饮料,1998.35
P0192,美妆护肤商品192,美妆护肤,4323.12
P0193,美妆护肤商品193,美妆护肤,1762.22
P0194,汽车用品商品194,汽车用品,2004.4
P0195,汽车用品商品195,汽车用品,1662.44
P0196,电子产品商品196,电子产品,585.56
P0197,美妆护肤商品197,美妆护肤,901.05
P0198,美妆护肤商品198,美妆护肤,200.9
P0199,宠物用品商品199,宠物用品,2178.47
P0200,母婴用品商品200,母婴用品,2187.61
P0201,汽车用品商品201,汽车用品,587.07
P0202,宠物用品商品202,宠物用品,958.49
P0203,电子产品商品203,电子产品,3546.84
P0204,电子产品商品204,电子产品,2604.4
P0205,汽车用品商品205,汽车用品,3437.42
P0206,食品饮料商品206,食品饮料,1827.47
P0207,服装鞋帽商品207,服装鞋帽,4744.88
P0208,母婴用品商品208,母婴用品,3119.55
P0209,服装鞋帽商品209,服装鞋帽,3601.57
P0210,美妆护肤商品210,美妆护肤,2540.54
P0211,运动户外商品211,运动户外,1637.65
P0212,美妆护肤商品212,美妆护肤,2776.52
P0213,食品饮料商品213,食品饮料,2108.03
P0214,运动户外商品214,运动户外,3389.82
P0215,家居用品商品215,家居用品,3081.42
P0216,美妆护肤商品216,美妆护肤,2036.32
P0217,电子产品商品217,电子产品,1526.34
P0218,食品饮料商品218,食品饮料,2155.14
P0219,宠物用品商品219,宠物用品,3037.24
P0220,母婴用品商品220,母婴用品,2330.29
P0221,图书文具商品221,图书文具,3381.38
P0222,汽车用品商品222,汽车用品,2371.2
P0223,家居用品商品223,家居用品,3297.67
P0224,美妆护肤商品224,美妆护肤,2582.11
P0225,宠物用品商品225,宠物用品,1682.59
P0226,食品饮料商品226,食品饮料,3367.25
P0227,食品饮料商品227,食品饮料,4034.75
P0228,家居用品商品228,家居用品,131.88
P0229,食品饮料商品229,食品饮料,4919.84
P0230,宠物用品商品230,宠物用品,4250.19
P0231,服装鞋帽商品231,服装鞋帽,2282.53
P0232,宠物用品商品232,宠物用品,980.23
P0233,运动户外商品233,运动户外,2476.94
P0234,食品饮料商品234,食品饮料,746.38
P0235,电子产品商品235,电子产品,4464.37
P0236,服装鞋帽商品236,服装鞋帽,3894.32
P0237,食品饮料商品237,食品饮料,887.67
P0238,汽车用品商品238,汽车用品,2328.1
P0239,汽车用品商品239,汽车用品,1253.5
P0240,服装鞋帽商品240,服装鞋帽,2287.74
P0241,图书文具商品241,图书文具,3341.21
P0242,汽车用品商品242,汽车用品,2981.31
P0243,图书文具商品243,图书文具,3067.14
P0244,汽车用品商品244,汽车用品,2139.44
P0245,汽车用品商品245,汽车用品,2235.11
P0246,家居用品商品246,家居用品,3720.84
P0247,图书文具商品247,图书文具,2255.85
P0248,食品饮料商品248,食品饮料,4200.92
P0249,美妆护肤商品249,美妆护肤,3831.41
P0250,汽车用品商品250,汽车用品,2428.14
P0251,食品饮料商品251,食品饮料,1380.24
P0252,服装鞋帽商品252,服装鞋帽,3570.59
P0253,食品饮料商品253,食品饮料,1365.86
P0254,母婴用品商品254,母婴用品,4466.2
P0255,服装鞋帽商品255,服装鞋帽,700.49
P0256,食品饮料商品256,食品饮料,1921.35
P0257,家居用品商品257,家居用品,3535.03
P0258,服装鞋帽商品258,服装鞋帽,2080.19
P0259,母婴用品商品259,母婴用品,2717.63
P0260,运动户外商品260,运动户外,320.71
P0261,运动户外商品261,运动户外,1953.49
P0262,宠物用品商品262,宠物用品,4730.85
P0263,电子产品商品263,电子产品,4285.09
P0264,宠物用品商品264,宠物用品,1908.1
P0265,电子产品商品265,电子产品,4714.28
P0266,美妆护肤商品266,美妆护肤,3769.84
P0267,运动户外商品267,运动户外,2695.72
P0268,汽车用品商品268,汽车用品,4001.34
P0269,食品饮料商品269,食品饮料,2446.27
P0270,美妆护肤商品270,美妆护肤,2184.82
P0271,电子产品商品271,电子产品,1950.4
P0272,运动户外商品272,运动户外,3623.67
P0273,图书文具商品273,图书文具,4598.51
P0274,宠物用品商品274,宠物用品,2675.28
P0275,运动户外商品275,运动户外,2963.54
P0276,电子产品商品276,电子产品,428.9
P0277,运动户外商品277,运动户外,687.14
P0278,图书文具商品278,图书文具,916.83
P0279,美妆护肤商品279,美妆护肤,1901.73
P0280,食品饮料商品280,食品饮料,2278.95
P0281,母婴用品商品281,母婴用品,3808.54
P0282,运动户外商品282,运动户外,1398.5
P0283,运动户外商品283,运动户外,1268.83
P0284,服装鞋帽商品284,服装鞋帽,2356.83
P0285,汽车用品商品285,汽车用品,269.91
P0286,母婴用品商品286,母婴用品,1128.87
P0287,服装鞋帽商品287,服装鞋帽,3908.35
P0288,电子产品商品288,电子产品,3773.62
P0289,食品饮料商品289,食品饮料,1004.81
P0290,电子产品商品290,电子产品,3110.46
P0291,食品饮料商品291,食品饮料,639.84
P0292,服装鞋帽商品292,服装鞋帽,2824.21
P0293,食品饮料商品293,食品饮料,2330.52
P0294,美妆护肤商品294,美妆护肤,3836.82
P0295,家居用品商品295,家居用品,3033.4
P0296,服装鞋帽商品296,服装鞋帽,3891.18
P0297,家居用品商品297,家居用品,4823.96
P0298,服装鞋帽商品298,服装鞋帽,2897.64
P0299,美妆护肤商品299,美妆护肤,2883.23
P0300,运动户外商品300,运动户外,1989.31
P0301,食品饮料商品301,食品饮料,389.22
P0302,食品饮料商品302,食品饮料,518.49
P0303,美妆护肤商品303,美妆护肤,4252.96
P0304,宠物用品商品304,宠物用品,4029.58
P0305,宠物用品商品305,宠物用品,3915.35
P0306,母婴用品商品306,母婴用品,2668.4
P0307,母婴用品商品307,母婴用品,354.09
P0308,母婴用品商品308,母婴用品,73.13
P0309,运动户外商品309,运动户外,4113.43
P0310,服装鞋帽商品310,服装鞋帽,2173.28
P0311,母婴用品商品311,母婴用品,3181.57
P0312,图书文具商品312,图书文具,3539.47
P0313,运动户外商品313,运动户外,888.92
P0314,汽车用品商品314,汽车用品,4827.71
P0315,美妆护肤商品315,美妆护肤,3083.4
P0316,汽车用品商品316,汽车用品,3875.46
P0317,图书文具商品317,图书文具,2183.52
P0318,宠物用品商品318,宠物用品,1349.29
P0319,食品饮料商品319,食品饮料,4155.35
P0320,服装鞋帽商品320,服装鞋帽,1401.85
P0321,图书文具商品321,图书文具,1226.88
P0322,图书文具商品322,图书文具,2853.55
P0323,运动户外商品323,运动户外,1688.62
P0324,图书文具商品324,图书文具,4256.25
P0325,家居用品商品325,家居用品,2442.87
P0326,母婴用品商品326,母婴用品,3991.18
P0327,母婴用品商品327,母婴用品,1405.5
P0328,宠物用品商品328,宠物用品,3508.91
P0329,美妆护肤商品329,美妆护肤,2783.4
P0330,汽车用品商品330,汽车用品,4740.83
P0331,服装鞋帽商品331,服装鞋帽,1214.37
P0332,运动户外商品332,运动户外,2448.0
P0333,食品饮料商品333,食品饮料,3456.14
P0334,图书文具商品334,图书文具,2246.39
P0335,电子产品商品335,电子产品,474.34
P0336,食品饮料商品336,食品饮料,2027.96
P0337,食品饮料商品337,食品饮料,1537.97
P0338,宠物用品商品338,宠物用品,1851.41
P0339,汽车用品商品339,汽车用品,2659.3
P0340,运动户外商品340,运动户外,4983.19
P0341,汽车用品商品341,汽车用品,1660.65
P0342,图书文具商品342,图书文具,1361.87
P0343,美妆护肤商品343,美妆护肤,1160.38
P0344,食品饮料商品344,食品饮料,1584.58
P0345,汽车用品商品345,汽车用品,4754.88
P0346,家居用品商品346,家居用品,965.79
P0347,图书文具商品347,图书文具,1389.73
P0348,宠物用品商品348,宠物用品,4883.27
P0349,汽车用品商品349,汽车用品,2987.99
P0350,服装鞋帽商品350,服装鞋帽,4164.82
P0351,美妆护肤商品351,美妆护肤,1145.14
P0352,家居用品商品352,家居用品,1518.32
P0353,汽车用品商品353,汽车用品,641.65
P0354,电子产品商品354,电子产品,4871.73
P0355,汽车用品商品355,汽车用品,1467.76
P0356,家居用品商品356,家居用品,3192.97
P0357,图书文具商品357,图书文具,521.91
P0358,电子产品商品358,电子产品,2874.58
P0359,图书文具商品359,图书文具,2398.78
P0360,母婴用品商品360,母婴用品,929.97
P0361,电子产品商品361,电子产品,1269.87
P0362,图书文具商品362,图书文具,579.29
P0363,服装鞋帽商品363,服装鞋帽,2009.53
P0364,服装鞋帽商品364,服装鞋帽,2889.34
P0365,电子产品商品365,电子产品,767.12
P0366,宠物用品商品366,宠物用品,4746.14
P0367,服装鞋帽商品367,服装鞋帽,4969.65
P0368,服装鞋帽商品368,服装鞋帽,2794.78
P0369,运动户外商品369,运动户外,3035.53
P0370,宠物用品商品370,宠物用品,1136.18
P0371,汽车用品商品371,汽车用品,1908.09
P0372,图书文具商品372,图书文具,1493.79
P0373,宠物用品商品373,宠物用品,4950.26
P0374,美妆护肤商品374,美妆护肤,2847.46
P0375,电子产品商品375,电子产品,3052.06
P0376,服装鞋帽商品376,服装鞋帽,4738.48
P0377,食品饮料商品377,食品饮料,3131.32
P0378,美妆护肤商品378,美妆护肤,3305.54
P0379,家居用品商品379,家居用品,1206.93
P0380,汽车用品商品380,汽车用品,384.57
P0381,电子产品商品381,电子产品,2048.5
P0382,宠物用品商品382,宠物用品,2354.86
P0383,电子产品商品383,电子产品,1165.07
P0384,美妆护肤商品384,美妆护肤,3517.91
P0385,图书文具商品385,图书文具,365.19
P0386,食品饮料商品386,食品饮料,4620.32
P0387,宠物用品商品387,宠物用品,3309.3
P0388,食品饮料商品388,食品饮料,2131.44
P0389,汽车用品商品389,汽车用品,1131.8
P0390,家居用品商品390,家居用品,4542.97
P0391,家居用品商品391,家居用品,366.34
P0392,家居用品商品392,家居用品,3965.22
P0393,宠物用品商品393,宠物用品,3747.3
P0394,宠物用品商品394,宠物用品,4606.75
P0395,图书文具商品395,图书文具,630.52
P0396,美妆护肤商品396,美妆护肤,3501.67
P0397,美妆护肤商品397,美妆护肤,2507.36
P0398,图书文具商品398,图书文具,2194.42
P0399,宠物用品商品399,宠物用品,208.91
P0400,运动户外商品400,运动户外,3675.32
P0401,宠物用品商品401,宠物用品,1259.34
P0402,服装鞋帽商品402,服装鞋帽,1152.33
P0403,宠物用品商品403,宠物用品,2939.74
P0404,电子产品商品404,电子产品,4997.87
P0405,美妆护肤商品405,美妆护肤,2885.47
P0406,家居用品商品406,家居用品,2357.8
P0407,图书文具商品407,图书文具,4581.2
P0408,家居用品商品408,家居用品,4984.76
P0409,运动户外商品409,运动户外,3177.58
P0410,图书文具商品410,图书文具,4845.59
P0411,图书文具商品411,图书文具,1746.33
P0412,母婴用品商品412,母婴用品,1612.08
P0413,服装鞋帽商品413,服装鞋帽,4290.09
P0414,母婴用品商品414,母婴用品,2064.11
P0415,图书文具商品415,图书文具,1448.21
P0416,运动户外商品416,运动户外,4069.69
P0417,汽车用品商品417,汽车用品,193.12
P0418,服装鞋帽商品418,服装鞋帽,1579.44
P0419,母婴用品商品419,母婴用品,588.45
P0420,运动户外商品420,运动户外,4325.9
P0421,电子产品商品421,电子产品,3291.73
P0422,汽车用品商品422,汽车用品,2315.26
P0423,电子产品商品423,电子产品,946.04
P0424,母婴用品商品424,母婴用品,3116.94
P0425,图书文具商品425,图书文具,3130.79
P0426,电子产品商品426,电子产品,1025.76
P0427,汽车用品商品427,汽车用品,663.76
P0428,美妆护肤商品428,美妆护肤,2196.2
P0429,图书文具商品429,图书文具,615.92
P0430,宠物用品商品430,宠物用品,3998.58
P0431,家居用品商品431,家居用品,1560.64
P0432,电子产品商品432,电子产品,2765.73
P0433,服装鞋帽商品433,服装鞋帽,1131.26
P0434,服装鞋帽商品434,服装鞋帽,2312.62
P0435,服装鞋帽商品435,服装鞋帽,3242.07
P0436,家居用品商品436,家居用品,2496.89
P0437,美妆护肤商品437,美妆护肤,2549.27
P0438,美妆护肤商品438,美妆护肤,2083.3
P0439,图书文具商品439,图书文具,4901.42
P0440,食品饮料商品440,食品饮料,2289.36
P0441,家居用品商品441,家居用品,1924.09
P0442,宠物用品商品442,宠物用品,2546.12
P0443,家居用品商品443,家居用品,4321.49
P0444,美妆护肤商品444,美妆护肤,3865.65
P0445,运动户外商品445,运动户外,1705.98
P0446,汽车用品商品446,汽车用品,1343.19
P0447,电子产品商品447,电子产品,1421.37
P0448,美妆护肤商品448,美妆护肤,4189.0
P0449,宠物用品商品449,宠物用品,4994.52
P0450,图书文具商品450,图书文具,4327.65
P0451,图书文具商品451,图书文具,2697.52
P0452,母婴用品商品452,母婴用品,1668.88
P0453,汽车用品商品453,汽车用品,1892.28
P0454,母婴用品商品454,母婴用品,4349.31
P0455,食品饮料商品455,食品饮料,2863.27
P0456,食品饮料商品456,食品饮料,4281.5
P0457,运动户外商品457,运动户外,227.8
P0458,图书文具商品458,图书文具,3529.09
P0459,运动户外商品459,运动户外,1936.53
P0460,家居用品商品460,家居用品,2481.69
P0461,电子产品商品461,电子产品,639.97
P0462,宠物用品商品462,宠物用品,1666.65
P0463,服装鞋帽商品463,服装鞋帽,4372.21
P0464,图书文具商品464,图书文具,507.56
P0465,图书文具商品465,图书文具,86.58
P0466,家居用品商品466,家居用品,2055.79
P0467,家居用品商品467,家居用品,383.39
P0468,美妆护肤商品468,美妆护肤,1699.42
P0469,运动户外商品469,运动户外,3252.68
P0470,母婴用品商品470,母婴用品,4263.18
P0471,汽车用品商品471,汽车用品,1906.25
P0472,母婴用品商品472,母婴用品,3137.73
P0473,图书文具商品473,图书文具,4363.19
P0474,电子产品商品474,电子产品,3091.12
P0475,食品饮料商品475,食品饮料,3159.49
P0476,美妆护肤商品476,美妆护肤,4987.16
P0477,服装鞋帽商品477,服装鞋帽,2175.52
P0478,服装鞋帽商品478,服装鞋帽,3804.24
P0479,服装鞋帽商品479,服装鞋帽,2223.96
P0480,美妆护肤商品480,美妆护肤,4518.09
P0481,电子产品商品481,电子产品,1628.63
P0482,电子产品商品482,电子产品,1473.91
P0483,母婴用品商品483,母婴用品,2159.13
P0484,食品饮料商品484,食品饮料,2660.52
P0485,宠物用品商品485,宠物用品,3412.18
P0486,家居用品商品486,家居用品,858.22
P0487,服装鞋帽商品487,服装鞋帽,3051.36
P0488,运动户外商品488,运动户外,3102.35
P0489,食品饮料商品489,食品饮料,2493.36
P0490,宠物用品商品490,宠物用品,724.16
P0491,图书文具商品491,图书文具,3193.14
P0492,图书文具商品492,图书文具,1284.08
P0493,电子产品商品493,电子产品,4495.55
P0494,图书文具商品494,图书文具,4507.04
P0495,汽车用品商品495,汽车用品,798.3
P0496,图书文具商品496,图书文具,4726.73
P0497,宠物用品商品497,宠物用品,1502.78
P0498,运动户外商品498,运动户外,3454.66
P0499,图书文具商品499,图书文具,4228.07
P0500,食品饮料商品500,食品饮料,4996.87
