session_id,user_id,action,timestamp,device,product_id
S000377,U07740,add_cart,2026-06-01 02:00:22,mobile,P0118
S000643,U06002,enter_checkout,2026-06-01 02:00:49,pc,
S000377,U07740,add_cart,2026-06-01 02:01:23,mobile,P0465
S000377,U07740,add_cart,2026-06-01 02:02:52,mobile,P0046
S000643,U06002,payment_success,2026-06-01 02:03:39,pc,
S000377,U07740,add_cart,2026-06-01 02:03:56,mobile,P0499
S000377,U07740,add_cart,2026-06-01 02:05:22,mobile,P0237
S000377,U07740,add_cart,2026-06-01 02:06:05,mobile,P0102
S000377,U07740,add_cart,2026-06-01 02:06:34,mobile,P0135
S000377,U07740,add_cart,2026-06-01 02:06:55,mobile,P0360
S000377,U07740,add_cart,2026-06-01 02:07:52,mobile,P0437
S008742,U03055,add_cart,2026-06-01 02:42:36,mobile,P0206
S008742,U03055,add_cart,2026-06-01 02:43:54,mobile,P0455
S008742,U03055,add_cart,2026-06-01 02:45:16,mobile,P0370
S008742,U03055,add_cart,2026-06-01 02:47:05,mobile,P0471
S008742,U03055,add_cart,2026-06-01 02:47:23,mobile,P0486
S008742,U03055,add_cart,2026-06-01 02:49:09,mobile,P0378
S010065,U04737,add_cart,2026-06-01 03:21:16,pc,P0486
S010065,U04737,add_cart,2026-06-01 03:22:22,pc,P0250
S004472,U01976,add_cart,2026-06-01 03:26:06,mobile,P0444
S004472,U01976,add_cart,2026-06-01 03:27:42,mobile,P0331
S003108,U05411,add_cart,2026-06-01 03:29:08,pc,P0476
S003108,U05411,add_cart,2026-06-01 03:30:46,pc,P0347
S003108,U05411,add_cart,2026-06-01 03:31:41,pc,P0362
S003108,U05411,add_cart,2026-06-01 03:32:58,pc,P0154
S003108,U05411,add_cart,2026-06-01 03:34:47,pc,P0432
S006331,U02435,add_cart,2026-06-01 03:34:57,mobile,P0422
S006331,U02435,add_cart,2026-06-01 03:35:27,mobile,P0058
S006331,U02435,add_cart,2026-06-01 03:36:02,mobile,P0148
S006331,U02435,add_cart,2026-06-01 03:36:15,mobile,P0341
S003108,U05411,add_cart,2026-06-01 03:36:38,pc,P0117
S003108,U05411,add_cart,2026-06-01 03:36:49,pc,P0261
S003108,U05411,add_cart,2026-06-01 03:37:02,pc,P0332
S006331,U02435,add_cart,2026-06-01 03:37:50,mobile,P0436
S003108,U05411,add_cart,2026-06-01 03:38:26,pc,P0365
S006331,U02435,add_cart,2026-06-01 03:39:25,mobile,P0396
S006331,U02435,add_cart,2026-06-01 03:40:45,mobile,P0187
S006331,U02435,add_cart,2026-06-01 03:41:44,mobile,P0261
S009220,U05495,add_cart,2026-06-01 03:41:56,pc,P0108
S009220,U05495,add_cart,2026-06-01 03:42:34,pc,P0460
S006331,U02435,add_cart,2026-06-01 03:43:40,mobile,P0475
S009220,U05495,add_cart,2026-06-01 03:43:43,pc,P0445
S009220,U05495,add_cart,2026-06-01 03:44:18,pc,P0252
S009220,U05495,add_cart,2026-06-01 03:45:06,pc,P0435
S006331,U02435,add_cart,2026-06-01 03:45:26,mobile,P0353
S007499,U00939,add_cart,2026-06-01 03:46:09,pc,P0270
S007499,U00939,add_cart,2026-06-01 03:46:27,pc,P0455
S009220,U05495,add_cart,2026-06-01 03:46:45,pc,P0450
S009220,U05495,add_cart,2026-06-01 03:46:57,pc,P0081
S006331,U02435,enter_checkout,2026-06-01 03:47:21,mobile,
S009220,U05495,add_cart,2026-06-01 03:47:24,pc,P0345
S007499,U00939,add_cart,2026-06-01 03:48:24,pc,P0029
S009220,U05495,add_cart,2026-06-01 03:48:55,pc,P0430
S009220,U05495,add_cart,2026-06-01 03:49:39,pc,P0091
S007499,U00939,add_cart,2026-06-01 03:50:11,pc,P0166
S009220,U05495,add_cart,2026-06-01 03:51:02,pc,P0378
S007499,U00939,add_cart,2026-06-01 03:52:06,pc,P0238
S009220,U05495,add_cart,2026-06-01 03:52:48,pc,P0240
S009220,U05495,add_cart,2026-06-01 03:52:59,pc,P0169
S007499,U00939,add_cart,2026-06-01 03:53:25,pc,P0128
S009220,U05495,add_cart,2026-06-01 03:54:37,pc,P0191
S007499,U00939,add_cart,2026-06-01 03:54:56,pc,P0036
S009220,U05495,enter_checkout,2026-06-01 03:55:19,pc,
S007499,U00939,add_cart,2026-06-01 03:55:29,pc,P0343
S007499,U00939,add_cart,2026-06-01 03:56:48,pc,P0073
S007499,U00939,add_cart,2026-06-01 03:57:33,pc,P0288
S007499,U00939,add_cart,2026-06-01 03:59:29,pc,P0324
S007499,U00939,add_cart,2026-06-01 04:00:40,pc,P0173
S007499,U00939,add_cart,2026-06-01 04:01:00,pc,P0027
S007499,U00939,add_cart,2026-06-01 04:02:48,pc,P0437
S007499,U00939,enter_checkout,2026-06-01 04:03:15,pc,
S007956,U02647,add_cart,2026-06-01 05:15:45,mobile,P0127
S007956,U02647,add_cart,2026-06-01 05:16:58,mobile,P0263
S007956,U02647,add_cart,2026-06-01 05:18:10,mobile,P0017
S007956,U02647,add_cart,2026-06-01 05:19:13,mobile,P0088
S007956,U02647,add_cart,2026-06-01 05:19:31,mobile,P0296
S007956,U02647,add_cart,2026-06-01 05:19:42,mobile,P0070
S007956,U02647,add_cart,2026-06-01 05:19:59,mobile,P0337
S010615,U03206,add_cart,2026-06-01 05:23:59,mobile,P0246
S009864,U07905,add_cart,2026-06-01 05:25:01,mobile,P0490
S010615,U03206,add_cart,2026-06-01 05:25:11,mobile,P0115
S009864,U07905,add_cart,2026-06-01 05:25:15,mobile,P0250
S010615,U03206,add_cart,2026-06-01 05:26:02,mobile,P0457
S009864,U07905,add_cart,2026-06-01 05:27:07,mobile,P0077
S010615,U03206,add_cart,2026-06-01 05:27:41,mobile,P0230
S009864,U07905,add_cart,2026-06-01 05:28:32,mobile,P0500
S000865,U07655,add_cart,2026-06-01 05:30:11,mobile,P0069
S009864,U07905,add_cart,2026-06-01 05:30:23,mobile,P0074
S009864,U07905,add_cart,2026-06-01 05:31:35,mobile,P0115
S009864,U07905,add_cart,2026-06-01 05:33:32,mobile,P0450
S009864,U07905,add_cart,2026-06-01 05:34:49,mobile,P0108
S009864,U07905,enter_checkout,2026-06-01 05:36:35,mobile,
S009864,U07905,payment_success,2026-06-01 05:38:40,mobile,
S008445,U02785,add_cart,2026-06-01 05:42:41,pc,P0006
S008445,U02785,add_cart,2026-06-01 05:43:11,pc,P0189
S008445,U02785,add_cart,2026-06-01 05:44:26,pc,P0426
S001024,U02843,add_cart,2026-06-01 05:44:59,mobile,P0218
S008445,U02785,add_cart,2026-06-01 05:45:14,pc,P0365
S001024,U02843,add_cart,2026-06-01 05:46:51,mobile,P0083
S008445,U02785,add_cart,2026-06-01 05:47:13,pc,P0419
S001024,U02843,add_cart,2026-06-01 05:47:58,mobile,P0439
S001026,U02058,add_cart,2026-06-01 05:48:57,pc,P0008
S001024,U02843,add_cart,2026-06-01 05:49:02,mobile,P0096
S008445,U02785,add_cart,2026-06-01 05:49:12,pc,P0418
S001024,U02843,add_cart,2026-06-01 05:50:13,mobile,P0061
S001026,U02058,add_cart,2026-06-01 05:50:18,pc,P0056
S008445,U02785,add_cart,2026-06-01 05:50:22,pc,P0495
S001026,U02058,add_cart,2026-06-01 05:50:44,pc,P0243
S001026,U02058,add_cart,2026-06-01 05:51:19,pc,P0302
S001026,U02058,add_cart,2026-06-01 05:51:39,pc,P0265
S001024,U02843,add_cart,2026-06-01 05:51:51,mobile,P0090
S008445,U02785,add_cart,2026-06-01 05:52:00,pc,P0371
S001026,U02058,add_cart,2026-06-01 05:52:11,pc,P0203
S008445,U02785,add_cart,2026-06-01 05:53:13,pc,P0499
S001024,U02843,add_cart,2026-06-01 05:53:25,mobile,P0078
S001026,U02058,add_cart,2026-06-01 05:53:34,pc,P0247
S005675,U03862,add_cart,2026-06-01 05:54:14,mobile,P0403
S008445,U02785,add_cart,2026-06-01 05:54:24,pc,P0076
S001024,U02843,add_cart,2026-06-01 05:54:35,mobile,P0151
S001026,U02058,add_cart,2026-06-01 05:55:00,pc,P0365
S008445,U02785,add_cart,2026-06-01 05:55:00,pc,P0020
S005675,U03862,add_cart,2026-06-01 05:55:04,mobile,P0412
S001024,U02843,add_cart,2026-06-01 05:55:24,mobile,P0093
S001026,U02058,add_cart,2026-06-01 05:55:55,pc,P0254
S001024,U02843,add_cart,2026-06-01 05:56:25,mobile,P0494
S008445,U02785,add_cart,2026-06-01 05:56:42,pc,P0186
S001024,U02843,add_cart,2026-06-01 05:56:52,mobile,P0391
S008445,U02785,add_cart,2026-06-01 05:57:45,pc,P0255
S001024,U02843,enter_checkout,2026-06-01 05:58:39,mobile,
S008445,U02785,add_cart,2026-06-01 05:59:23,pc,P0246
S001024,U02843,payment_success,2026-06-01 05:59:43,mobile,
S000319,U00129,add_cart,2026-06-01 06:00:11,pc,P0046
S000319,U00129,add_cart,2026-06-01 06:00:39,pc,P0362
S008445,U02785,enter_checkout,2026-06-01 06:00:54,pc,
S000319,U00129,add_cart,2026-06-01 06:02:10,pc,P0334
S008445,U02785,payment_success,2026-06-01 06:02:50,pc,
S000319,U00129,add_cart,2026-06-01 06:02:54,pc,P0304
S000319,U00129,add_cart,2026-06-01 06:04:10,pc,P0455
S000319,U00129,add_cart,2026-06-01 06:05:17,pc,P0146
S000319,U00129,add_cart,2026-06-01 06:06:19,pc,P0214
S000319,U00129,add_cart,2026-06-01 06:06:59,pc,P0356
S000319,U00129,add_cart,2026-06-01 06:07:31,pc,P0414
S000319,U00129,add_cart,2026-06-01 06:08:59,pc,P0406
S003686,U06658,add_cart,2026-06-01 06:09:29,pc,P0313
S003686,U06658,add_cart,2026-06-01 06:10:24,pc,P0010
S000319,U00129,add_cart,2026-06-01 06:10:37,pc,P0396
S000319,U00129,add_cart,2026-06-01 06:10:51,pc,P0244
S003686,U06658,enter_checkout,2026-06-01 06:11:56,pc,
S000319,U00129,add_cart,2026-06-01 06:12:17,pc,P0355
S000319,U00129,add_cart,2026-06-01 06:12:50,pc,P0065
S000319,U00129,add_cart,2026-06-01 06:14:31,pc,P0106
S003686,U06658,payment_success,2026-06-01 06:14:41,pc,
S000319,U00129,enter_checkout,2026-06-01 06:15:44,pc,
S000319,U00129,payment_success,2026-06-01 06:16:59,pc,
S000341,U04839,add_cart,2026-06-01 06:26:40,pc,P0140
S000341,U04839,add_cart,2026-06-01 06:28:00,pc,P0213
S000341,U04839,add_cart,2026-06-01 06:29:12,pc,P0090
S000341,U04839,add_cart,2026-06-01 06:29:27,pc,P0285
S000341,U04839,add_cart,2026-06-01 06:31:22,pc,P0237
S000341,U04839,add_cart,2026-06-01 06:33:17,pc,P0364
S000341,U04839,add_cart,2026-06-01 06:34:05,pc,P0291
S000341,U04839,add_cart,2026-06-01 06:36:01,pc,P0387
S000341,U04839,add_cart,2026-06-01 06:37:25,pc,P0469
S000341,U04839,add_cart,2026-06-01 06:38:13,pc,P0071
S000341,U04839,add_cart,2026-06-01 06:39:26,pc,P0103
S000341,U04839,add_cart,2026-06-01 06:40:47,pc,P0096
S003974,U00088,add_cart,2026-06-01 06:42:23,pc,P0030
S000341,U04839,add_cart,2026-06-01 06:42:31,pc,P0427
S008411,U04734,add_cart,2026-06-01 06:42:46,pc,P0371
S008411,U04734,add_cart,2026-06-01 06:43:21,pc,P0439
S000341,U04839,add_cart,2026-06-01 06:43:40,pc,P0196
S008411,U04734,add_cart,2026-06-01 06:44:01,pc,P0387
S003974,U00088,enter_checkout,2026-06-01 06:44:11,pc,
S000341,U04839,add_cart,2026-06-01 06:44:18,pc,P0149
S008411,U04734,add_cart,2026-06-01 06:45:37,pc,P0240
S006995,U06126,add_cart,2026-06-01 06:46:52,mobile,P0088
S008411,U04734,add_cart,2026-06-01 06:46:57,pc,P0185
S006995,U06126,add_cart,2026-06-01 06:47:14,mobile,P0164
S008411,U04734,add_cart,2026-06-01 06:48:09,pc,P0409
S004782,U02367,add_cart,2026-06-01 06:48:21,mobile,P0069
S006995,U06126,add_cart,2026-06-01 06:48:24,mobile,P0106
S008411,U04734,add_cart,2026-06-01 06:48:30,pc,P0192
S008411,U04734,add_cart,2026-06-01 06:49:50,pc,P0325
S008411,U04734,add_cart,2026-06-01 06:50:06,pc,P0209
S004782,U02367,enter_checkout,2026-06-01 06:50:09,mobile,
S006995,U06126,add_cart,2026-06-01 06:50:10,mobile,P0091
S008170,U06358,add_cart,2026-06-01 06:50:19,mobile,P0224
S008411,U04734,add_cart,2026-06-01 06:50:28,pc,P0487
S008170,U06358,add_cart,2026-06-01 06:50:43,mobile,P0369
S008170,U06358,add_cart,2026-06-01 06:51:10,mobile,P0421
S002798,U02249,add_cart,2026-06-01 06:51:22,mobile,P0403
S006995,U06126,add_cart,2026-06-01 06:51:23,mobile,P0183
S008411,U04734,add_cart,2026-06-01 06:51:25,pc,P0449
S008170,U06358,add_cart,2026-06-01 06:52:11,mobile,P0448
S002798,U02249,add_cart,2026-06-01 06:52:38,mobile,P0005
S008411,U04734,add_cart,2026-06-01 06:52:43,pc,P0099
S008170,U06358,add_cart,2026-06-01 06:52:52,mobile,P0131
S006995,U06126,add_cart,2026-06-01 06:53:09,mobile,P0275
S002798,U02249,add_cart,2026-06-01 06:53:53,mobile,P0112
S006995,U06126,add_cart,2026-06-01 06:54:12,mobile,P0051
S008411,U04734,add_cart,2026-06-01 06:54:37,pc,P0450
S008170,U06358,enter_checkout,2026-06-01 06:54:42,mobile,
S006995,U06126,add_cart,2026-06-01 06:54:50,mobile,P0121
S002798,U02249,add_cart,2026-06-01 06:55:01,mobile,P0046
S008411,U04734,enter_checkout,2026-06-01 06:55:04,pc,
S005844,U00703,add_cart,2026-06-01 06:55:12,mobile,P0438
S006995,U06126,add_cart,2026-06-01 06:55:30,mobile,P0313
S006995,U06126,add_cart,2026-06-01 06:55:51,mobile,P0213
S006995,U06126,add_cart,2026-06-01 06:56:08,mobile,P0429
S002798,U02249,add_cart,2026-06-01 06:56:21,mobile,P0187
S005844,U00703,add_cart,2026-06-01 06:56:58,mobile,P0237
S002798,U02249,add_cart,2026-06-01 06:57:11,mobile,P0373
S008170,U06358,payment_success,2026-06-01 06:57:22,mobile,
S002798,U02249,enter_checkout,2026-06-01 06:57:25,mobile,
S006995,U06126,add_cart,2026-06-01 06:57:38,mobile,P0100
S005844,U00703,add_cart,2026-06-01 06:58:24,mobile,P0150
S006995,U06126,add_cart,2026-06-01 06:58:46,mobile,P0476
S005844,U00703,add_cart,2026-06-01 06:59:21,mobile,P0243
S008411,U04734,payment_success,2026-06-01 06:59:43,pc,
S005844,U00703,add_cart,2026-06-01 07:00:26,mobile,P0079
S006995,U06126,add_cart,2026-06-01 07:00:31,mobile,P0350
S006995,U06126,add_cart,2026-06-01 07:00:56,mobile,P0116
S010962,U07416,add_cart,2026-06-01 07:01:01,pc,P0308
S010962,U07416,add_cart,2026-06-01 07:01:59,pc,P0451
S005844,U00703,add_cart,2026-06-01 07:02:05,mobile,P0494
S006995,U06126,enter_checkout,2026-06-01 07:02:31,mobile,
S010962,U07416,add_cart,2026-06-01 07:03:12,pc,P0300
S005844,U00703,add_cart,2026-06-01 07:03:51,mobile,P0419
S005844,U00703,add_cart,2026-06-01 07:04:37,mobile,P0411
S010962,U07416,add_cart,2026-06-01 07:05:06,pc,P0017
S005844,U00703,add_cart,2026-06-01 07:05:41,mobile,P0365
S001376,U03148,add_cart,2026-06-01 07:06:26,pc,P0183
S010962,U07416,add_cart,2026-06-01 07:06:57,pc,P0024
S005844,U00703,add_cart,2026-06-01 07:07:14,mobile,P0408
S009313,U06004,add_cart,2026-06-01 07:07:18,mobile,P0156
S006995,U06126,payment_success,2026-06-01 07:07:22,mobile,
S001376,U03148,add_cart,2026-06-01 07:07:40,pc,P0462
S009313,U06004,add_cart,2026-06-01 07:07:55,mobile,P0337
S001131,U01916,add_cart,2026-06-01 07:08:21,mobile,P0294
S001131,U01916,add_cart,2026-06-01 07:08:33,mobile,P0056
S010962,U07416,add_cart,2026-06-01 07:08:35,pc,P0496
S001376,U03148,add_cart,2026-06-01 07:08:42,pc,P0164
S001131,U01916,add_cart,2026-06-01 07:09:11,mobile,P0111
S009313,U06004,add_cart,2026-06-01 07:09:18,mobile,P0440
S001376,U03148,add_cart,2026-06-01 07:09:27,pc,P0376
S001131,U01916,add_cart,2026-06-01 07:09:46,mobile,P0105
S010962,U07416,enter_checkout,2026-06-01 07:09:49,pc,
S009313,U06004,add_cart,2026-06-01 07:10:15,mobile,P0321
S001376,U03148,add_cart,2026-06-01 07:10:19,pc,P0231
S001131,U01916,add_cart,2026-06-01 07:10:28,mobile,P0450
S009313,U06004,add_cart,2026-06-01 07:10:37,mobile,P0494
S001131,U01916,add_cart,2026-06-01 07:11:30,mobile,P0006
S001376,U03148,add_cart,2026-06-01 07:11:32,pc,P0351
S009313,U06004,add_cart,2026-06-01 07:11:50,mobile,P0338
S010962,U07416,payment_success,2026-06-01 07:12:29,pc,
S001131,U01916,add_cart,2026-06-01 07:12:39,mobile,P0118
S004089,U05605,add_cart,2026-06-01 07:12:56,mobile,P0466
S009313,U06004,add_cart,2026-06-01 07:13:44,mobile,P0067
S001131,U01916,enter_checkout,2026-06-01 07:13:45,mobile,
S004089,U05605,add_cart,2026-06-01 07:14:34,mobile,P0267
S004089,U05605,add_cart,2026-06-01 07:14:54,mobile,P0014
S004089,U05605,add_cart,2026-06-01 07:15:11,mobile,P0233
S009313,U06004,add_cart,2026-06-01 07:15:19,mobile,P0157
S004089,U05605,add_cart,2026-06-01 07:16:36,mobile,P0239
S004089,U05605,add_cart,2026-06-01 07:16:57,mobile,P0445
S009313,U06004,add_cart,2026-06-01 07:17:02,mobile,P0053
S004089,U05605,enter_checkout,2026-06-01 07:17:28,mobile,
S009245,U07014,add_cart,2026-06-01 07:20:52,mobile,P0348
S009245,U07014,add_cart,2026-06-01 07:21:15,mobile,P0331
S009245,U07014,add_cart,2026-06-01 07:21:57,mobile,P0276
S009245,U07014,add_cart,2026-06-01 07:22:58,mobile,P0436
S002186,U04483,add_cart,2026-06-01 07:23:06,mobile,P0385
S002186,U04483,add_cart,2026-06-01 07:23:24,mobile,P0081
S005836,U01191,add_cart,2026-06-01 07:24:51,pc,P0492
S009245,U07014,add_cart,2026-06-01 07:24:52,mobile,P0407
S002186,U04483,enter_checkout,2026-06-01 07:25:19,mobile,
S009245,U07014,add_cart,2026-06-01 07:25:38,mobile,P0479
S009245,U07014,add_cart,2026-06-01 07:25:56,mobile,P0342
S002186,U04483,payment_success,2026-06-01 07:26:03,mobile,
S005836,U01191,add_cart,2026-06-01 07:26:07,pc,P0247
S009245,U07014,add_cart,2026-06-01 07:26:27,mobile,P0112
S005836,U01191,add_cart,2026-06-01 07:26:48,pc,P0208
S009245,U07014,add_cart,2026-06-01 07:27:59,mobile,P0466
S009245,U07014,add_cart,2026-06-01 07:28:32,mobile,P0321
S005836,U01191,add_cart,2026-06-01 07:28:42,pc,P0411
S009245,U07014,add_cart,2026-06-01 07:28:52,mobile,P0147
S005836,U01191,add_cart,2026-06-01 07:29:04,pc,P0229
S009245,U07014,add_cart,2026-06-01 07:29:09,mobile,P0079
S005836,U01191,add_cart,2026-06-01 07:29:24,pc,P0162
S008750,U03994,add_cart,2026-06-01 07:29:31,mobile,P0160
S005836,U01191,add_cart,2026-06-01 07:29:41,pc,P0375
S009245,U07014,add_cart,2026-06-01 07:30:10,mobile,P0364
S009245,U07014,add_cart,2026-06-01 07:30:48,mobile,P0282
S005836,U01191,add_cart,2026-06-01 07:30:59,pc,P0420
S009245,U07014,add_cart,2026-06-01 07:31:12,mobile,P0376
S008750,U03994,add_cart,2026-06-01 07:31:14,mobile,P0422
S008750,U03994,add_cart,2026-06-01 07:31:52,mobile,P0487
S005836,U01191,add_cart,2026-06-01 07:32:55,pc,P0173
S005836,U01191,add_cart,2026-06-01 07:33:18,pc,P0322
S008750,U03994,add_cart,2026-06-01 07:33:22,mobile,P0077
S005836,U01191,enter_checkout,2026-06-01 07:33:49,pc,
S010207,U00615,add_cart,2026-06-01 07:34:24,mobile,P0460
S010207,U00615,add_cart,2026-06-01 07:34:43,mobile,P0360
S008750,U03994,add_cart,2026-06-01 07:34:55,mobile,P0363
S010207,U00615,add_cart,2026-06-01 07:35:49,mobile,P0208
S010207,U00615,add_cart,2026-06-01 07:36:31,mobile,P0173
S002973,U02636,add_cart,2026-06-01 07:36:44,mobile,P0034
S008750,U03994,add_cart,2026-06-01 07:36:48,mobile,P0360
S010207,U00615,add_cart,2026-06-01 07:37:00,mobile,P0307
S008750,U03994,add_cart,2026-06-01 07:37:56,mobile,P0115
S002973,U02636,enter_checkout,2026-06-01 07:38:04,mobile,
S010207,U00615,add_cart,2026-06-01 07:38:19,mobile,P0089
S010207,U00615,add_cart,2026-06-01 07:39:07,mobile,P0493
S008750,U03994,add_cart,2026-06-01 07:39:26,mobile,P0345
S010207,U00615,add_cart,2026-06-01 07:39:36,mobile,P0391
S010207,U00615,add_cart,2026-06-01 07:40:53,mobile,P0191
S008750,U03994,add_cart,2026-06-01 07:41:03,mobile,P0291
S010207,U00615,add_cart,2026-06-01 07:41:17,mobile,P0130
S008750,U03994,add_cart,2026-06-01 07:42:38,mobile,P0201
S010207,U00615,add_cart,2026-06-01 07:43:02,mobile,P0002
S003486,U06835,add_cart,2026-06-01 07:43:42,pc,P0132
S006183,U04732,add_cart,2026-06-01 07:44:01,mobile,P0068
S008750,U03994,add_cart,2026-06-01 07:44:27,mobile,P0334
S010207,U00615,add_cart,2026-06-01 07:44:33,mobile,P0362
S006183,U04732,add_cart,2026-06-01 07:44:34,mobile,P0376
S006183,U04732,add_cart,2026-06-01 07:45:34,mobile,P0144
S003486,U06835,add_cart,2026-06-01 07:45:35,pc,P0086
S008750,U03994,add_cart,2026-06-01 07:45:45,mobile,P0141
S006183,U04732,add_cart,2026-06-01 07:45:53,mobile,P0080
S010207,U00615,add_cart,2026-06-01 07:46:13,mobile,P0238
S003486,U06835,add_cart,2026-06-01 07:46:14,pc,P0170
S008750,U03994,add_cart,2026-06-01 07:46:31,mobile,P0460
S010207,U00615,enter_checkout,2026-06-01 07:47:04,mobile,
S006183,U04732,add_cart,2026-06-01 07:47:09,mobile,P0219
S003486,U06835,add_cart,2026-06-01 07:47:22,pc,P0228
S006183,U04732,add_cart,2026-06-01 07:47:54,mobile,P0326
S003486,U06835,add_cart,2026-06-01 07:48:02,pc,P0449
S008750,U03994,enter_checkout,2026-06-01 07:48:11,mobile,
S003486,U06835,add_cart,2026-06-01 07:48:55,pc,P0373
S006183,U04732,add_cart,2026-06-01 07:49:02,mobile,P0401
S003486,U06835,add_cart,2026-06-01 07:49:31,pc,P0178
S006183,U04732,add_cart,2026-06-01 07:50:07,mobile,P0397
S008750,U03994,payment_success,2026-06-01 07:50:31,mobile,
S003486,U06835,add_cart,2026-06-01 07:51:09,pc,P0139
S003486,U06835,add_cart,2026-06-01 07:51:52,pc,P0095
S006183,U04732,add_cart,2026-06-01 07:51:52,mobile,P0359
S006183,U04732,add_cart,2026-06-01 07:53:42,mobile,P0106
S006183,U04732,add_cart,2026-06-01 07:53:53,mobile,P0472
S006183,U04732,add_cart,2026-06-01 07:54:51,mobile,P0203
S009787,U07915,add_cart,2026-06-01 07:55:18,pc,P0244
S006183,U04732,add_cart,2026-06-01 07:56:17,mobile,P0126
S009787,U07915,enter_checkout,2026-06-01 07:57:09,pc,
S006183,U04732,add_cart,2026-06-01 07:58:09,mobile,P0464
S006183,U04732,enter_checkout,2026-06-01 07:59:43,mobile,
S008208,U07475,add_cart,2026-06-01 08:02:05,mobile,P0355
S008208,U07475,add_cart,2026-06-01 08:02:20,mobile,P0193
S008208,U07475,add_cart,2026-06-01 08:03:22,mobile,P0063
S008208,U07475,add_cart,2026-06-01 08:05:15,mobile,P0312
S008208,U07475,enter_checkout,2026-06-01 08:06:07,mobile,
S000518,U02225,add_cart,2026-06-01 08:10:36,mobile,P0304
S000518,U02225,add_cart,2026-06-01 08:12:27,mobile,P0357
S000518,U02225,add_cart,2026-06-01 08:13:42,mobile,P0005
S000518,U02225,add_cart,2026-06-01 08:14:50,mobile,P0451
S010809,U02237,add_cart,2026-06-01 08:20:14,pc,P0167
S010629,U07130,add_cart,2026-06-01 08:21:39,mobile,P0204
S010809,U02237,add_cart,2026-06-01 08:22:02,pc,P0157
S010809,U02237,add_cart,2026-06-01 08:22:29,pc,P0197
S010629,U07130,add_cart,2026-06-01 08:22:47,mobile,P0194
S010629,U07130,add_cart,2026-06-01 08:23:17,mobile,P0065
S010809,U02237,add_cart,2026-06-01 08:24:24,pc,P0227
S010629,U07130,add_cart,2026-06-01 08:24:42,mobile,P0140
S010809,U02237,add_cart,2026-06-01 08:24:44,pc,P0060
S010809,U02237,add_cart,2026-06-01 08:25:51,pc,P0275
S010629,U07130,add_cart,2026-06-01 08:25:58,mobile,P0365
S010809,U02237,add_cart,2026-06-01 08:26:20,pc,P0014
S010629,U07130,add_cart,2026-06-01 08:26:34,mobile,P0125
S010437,U04622,add_cart,2026-06-01 08:26:39,pc,P0213
